session_id,tax_old_regime,tax_new_regime,best_regime,selected_regime
338eee6e-99f2-4214-9e99-0db35522b37a,69680.0,85800.0,old,new
9ff7a079-79b5-4912-8ada-3091516d0c2d,69680.0,85800.0,old,new
